name,position,recent_team,season,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,target_share,air_yards_share,fantasy_points,fantasy_points_ppr,total_yards,games,pass_ypg,rush_ypg,rec_ypg,ppg,ypg,ypa,ypc,ypr,touches,ypt,comp_percentage,int_percentage,pass_td_percentage,rush_td_percentage,rec_td_percentage,total_tds,td_percentage,pr,ht,wt
Raheem Mostert,RB,SF,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,6,1,0,6,0,0.6,6,0,6,0,1,6,0,0,0,0,0,0,0,33.87,0,0
Raheem Mostert,RB,SF,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,3,0,10,0,0.33,10,0,5,0,6,5,0,0,0,0,0,0,0,33.87,0,0
Raheem Mostert,RB,SF,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,34,261,1,1,1,13,0,6,7,25,0,0,0,-4,44,1,0,0.237037040293217,-0.015795118175447,32.6,38.6,286,6,0,43.5,4.17,6.43,47.67,0,7.68,4.17,40,7.15,0,0,0,0.029,0,1,0.025,33.87,0,0
Raheem Mostert,RB,SF,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,137,772,8,1,1,31,0,14,22,180,2,0,0,45,155,6,0,0.812878232449293,0.238283906597644,153.2,167.2,952,15,0,51.47,12,11.15,63.47,0,5.64,12.86,151,6.3,0,0,0,0.058,0.143,10,0.066,33.87,0,0
Raheem Mostert,RB,SF,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,104,521,2,1,1,22,0,16,19,156,1,0,0,20,136,5,0,0.553912011906505,0.0638250671327114,83.7,99.7,677,8,0,65.12,19.5,12.46,84.62,0,5.01,9.75,120,5.64,0,0,0,0.019,0.062,3,0.025,33.87,0,0
Raheem Mostert,RB,SF,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,1,0,20,0,2,20,0,10,0,2,10,0,0,0,0,0,0,0,33.87,0,0
Ramses Barden,WR,NYG,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0,7,9,1,0,0.0357142873108387,0.0500000007450581,1.6,2.6,16,1,0,0,16,2.6,16,0,0,16,1,16,0,0,0,0,0,0,0,33.87,6-6,229
Ramses Barden,WR,NYG,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,64,0,0,0,71,10,2,0,0.170820668339729,0.191941415891051,6.4,11.4,64,4,0,0,16,2.85,16,0,0,12.8,5,12.8,0,0,0,0,0,0,0,33.87,6-6,229
Ramses Barden,WR,NYG,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,94,0,0,0,174,27,5,0,0.530850637704134,0.517451193183661,9.4,18.4,94,6,0,0,15.67,3.07,15.67,0,0,10.44,9,10.44,0,0,0,0,0,0,0,33.87,6-6,229
Ramses Barden,WR,NYG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,220,0,0,0,231,48,11,0,0.537050098180771,0.723410848528147,22,36,220,6,0,0,36.67,6,36.67,0,0,15.71,14,15.71,0,0,0,0,0,0,0,33.87,6-6,229
Ran Carthon,RB,IND,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,1,0,0,3,0,1,1,10,0,0,0,0,0,1,0,0.0500000007450581,0,8.8,9.8,28,3,0,6,3.33,3.27,9.33,0,1.38,10,14,2,0,0,0,0.077,0,1,0.071,33.87,5-11,224
Ran Carthon,RB,IND,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,6.4,4,1,0,4,0,6.4,4,0,1.33,0,3,1.33,0,0,0,0.333,0,1,0.333,33.87,5-11,224
Randal Williams,TE,DAL,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0929487198591232,0,6,6,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33.87,0,0
Randal Williams,TE,DAL,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1,0,1,3,14,0,0,0,0,0,1,0,0.103448279201984,0,2.7,3.7,27,2,0,6.5,7,1.85,13.5,0,13,14,2,13.5,0,0,0,0,0,0,0,33.87,0,0
Randal Williams,TE,LV,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,164,0,0,0,0,0,7,0,0.65873833373189,0,16.4,29.4,164,8,0,0,20.5,3.68,20.5,0,0,12.62,13,12.62,0,0,0,0,0,0,0,33.87,0,0
Randal Williams,TE,LV,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,293,0,2,2,236,57,14,0,1.63145758211613,1.88086190074682,25.3,53.3,293,13,0,0,22.54,4.1,22.54,0,0,10.46,28,10.46,0,0,0,0,0,0,0,33.87,0,0
Randall Cobb,WR,DAL,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,55,83,828,3,2,1,824,329,41,0,2.35127849876881,2.31876407656819,99.9,154.9,839,15,0,0.73,55.2,10.33,55.93,0,3.67,15.05,59,14.22,0,0,0,0,0.055,3,0.051,33.87,5-10,191
Randall Cobb,WR,GB,2011,0,1,0,0,0,0,0,0,0,22,0,0,0,2,5,0,0,0,0,0,25,31,375,1,0,0,268,188,15,0,0.951459437608719,0.943023319356144,56,81,380,14,0,0.36,26.79,5.79,27.14,0,2.5,15,28,13.57,0,0,0,0,0.04,1,0.036,33.87,5-10,191
Randall Cobb,WR,GB,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,10,132,0,0,0,7,0,80,104,954,8,0,0,817,455,45,0,3.2037290558219,2.96807595714927,162.6,242.6,1086,15,0,8.8,63.6,16.17,72.4,0,13.2,11.92,90,12.07,0,0,0,0,0.1,8,0.089,33.87,5-10,191
Randall Cobb,WR,GB,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,0,0,0,1,0,31,47,433,4,0,0,383,175,18,0,1.29128468409181,1.21196133643389,75.1,106.1,511,6,0,13,72.17,17.68,85.17,0,19.5,13.97,35,14.6,0,0,0,0,0.129,4,0.114,33.87,5-10,191
Randall Cobb,WR,GB,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,0,0,0,1,0,91,127,1287,12,1,1,1135,584,71,1,3.81578801572323,4.37073817849159,204.4,295.4,1324,16,0,2.31,80.44,18.46,82.75,0,3.36,14.14,102,12.98,0,0,0,0,0.132,12,0.118,33.87,5-10,191
Randall Cobb,WR,GB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50,0,0,0,3,0,79,129,829,6,0,0,974,436,42,0,3.77095396071672,3.68437666399404,123.9,202.9,879,16,0,3.12,51.81,12.68,54.94,0,3.85,10.49,92,9.55,0,0,0,0,0.076,6,0.065,33.87,5-10,191
Randall Cobb,WR,GB,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,0,0,0,4,0,60,84,610,4,0,0,531,364,36,0,2.0885271281004,1.6761121340096,88.3,148.3,643,13,0,2.54,46.92,11.41,49.46,0,3.3,10.17,70,9.19,0,0,0,0,0.067,4,0.057,33.87,5-10,191
Randall Cobb,WR,GB,2017,1,1,10,0,0,0,0,0,0,-5,15,1,0,9,17,0,0,0,1,0,66,92,653,4,1,0,555,412,29,1,2.55871497094631,2.0212056748569,93.4,159.4,680,14,0.71,1.21,46.64,11.39,48.57,10,1.89,9.89,76,8.95,1,0,0,0,0.061,4,0.053,102.62,5-10,191
Randall Cobb,WR,GB,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,61,383,2,1,1,522,233,18,0,1.60068046301603,1.4927086904645,48.3,86.3,383,9,0,0,42.56,9.59,42.56,0,0,10.08,38,10.08,0,0,0,0,0.053,2,0.053,33.87,5-10,191
Randall Cobb,WR,GB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,28,39,375,5,0,0,307,138,21,0,1.14000748842955,1.09166949149221,67.6,95.6,376,11,0,0.09,34.09,8.69,34.18,0,1,13.39,29,12.97,0,0,0,0,0.179,5,0.172,33.87,5-10,191
Randall Cobb,WR,GB,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,50,417,1,1,0,475,185,19,0,1.55042881146073,1.96990772942081,47.7,81.7,417,13,0,0,32.08,6.28,32.08,0,0,12.26,34,12.26,0,0,0,0,0.029,1,0.029,33.87,5-10,191
Randall Cobb,WR,HOU,2020,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,38,48,441,3,0,0,323,171,20,0,1.46145160868764,1.23796446621418,62.1,100.1,441,10,0,0,44.1,10.01,44.1,0,0,11.61,39,11.31,0,0,0,0,0.079,3,0.077,33.87,5-10,191
Randall Cunningham,QB,BAL,2001,54,89,573,3,2,12,66,0,0,0,0,31,1,14,40,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,42.92,42.92,613,5,114.6,8,0,8.58,122.6,6.44,2.86,0,103,5.95,0.607,0.022,0.034,0.071,0,4,0.039,85.12,0,0
Randall Cunningham,QB,DAL,2000,73,124,840,6,4,8,45,3,1,0,0,35,1,23,89,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5,64.5,929,6,140,14.83,0,10.75,154.83,6.77,3.87,0,147,6.32,0.589,0.032,0.048,0.043,0,7,0.048,89.67,0,0
Randall Cunningham,QB,MIN,1999,122,195,1436,8,9,15,101,1,1,0,0,69,0,8,58,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,73.24,73.24,1494,6,239.33,9.67,0,12.21,249,7.36,7.25,0,203,7.36,0.626,0.046,0.041,0,0,8,0.039,92.88,0,0
Randall Telfer,TE,CLE,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,43,9,0,0,0.178111670538783,0.082099687308073,0.4,2.4,4,5,0,0,0.8,0.48,0.8,0,0,2,2,2,0,0,0,0,0,0,0,33.87,6-4,250
Randall Telfer,TE,CLE,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,36,0,0,0,38,0,2,0,0.116977229714394,0.101540300063789,3.6,6.6,36,3,0,0,12,2.2,12,0,0,12,3,12,0,0,0,0,0,0,0,33.87,6-4,250
Randy Fasani,QB,CAR,2002,15,44,171,0,4,7,60,2,0,0,0,9,0,18,95,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34,8.34,266,4,42.75,23.75,0,2.08,66.5,3.89,5.28,0,62,4.29,0.341,0.091,0,0,0,0,0,41,6-3,224
Randy Hymes,WR,BAL,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,123,0,0,0,0,0,5,0,0.457528108730912,0,12.3,18.3,123,4,0,0,30.75,4.57,30.75,0,0,20.5,6,20.5,0,0,0,0,0,0,0,33.87,0,0
Randy Hymes,WR,BAL,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,48,323,2,0,0,0,0,17,0,2.09486132115126,0,44.3,70.3,323,12,0,0,26.92,5.86,26.92,0,0,12.42,27,11.96,0,0,0,0,0.077,2,0.074,33.87,0,0
Randy Hymes,WR,BAL,2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,132,2,0,0,0,0,9,0,0.530375408008695,0,25.2,36.2,132,9,0,0,14.67,4.02,14.67,0,0,12,13,10.15,0,0,0,0,0.182,2,0.154,33.87,0,0
Randy Jordan,RB,LV,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,2,1,1,5,0,7,15,70,0,0,0,0,0,2,0,0.444547981023789,0,20.2,27.2,102,7,0,4.57,10,3.89,14.57,0,3.56,10,16,6.38,0,0,0,0.222,0,2,0.125,33.87,0,0
Randy Jordan,RB,LV,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,46,213,3,0,0,10,0,26,31,291,1,1,0,0,0,15,0,1.09690429270268,0,80.4,106.4,504,15,0,14.2,19.4,7.09,33.6,0,4.63,11.19,72,7,0,0,0,0.065,0.038,4,0.056,33.87,0,0
Randy Jordan,RB,LV,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,13,59,0,0,0,1,0,9,15,63,0,0,0,0,0,1,0,0.456593146547675,0,12.2,21.2,122,12,0,4.92,5.25,1.77,10.17,0,4.54,7,22,5.55,0,0,0,0,0,0,0,33.87,0,0
Randy Jordan,RB,LV,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1,0,0,1,0,2,4,19,0,0,0,0,0,1,0,0.122710626572371,0,9.3,11.3,33,3,0,4.67,6.33,3.77,11,0,4.67,9.5,5,6.6,0,0,0,0.333,0,1,0.2,33.87,0,0
Randy McMichael,TE,LA,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,41,429,3,0,0,313,133,28,0,1.90103879198432,1.85027525760233,60.9,99.9,429,16,0,0,26.81,6.24,26.81,0,0,11,39,11,0,0,0,0,0.077,3,0.077,33.87,6-3,247
Randy McMichael,TE,LA,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,139,0,0,0,67,72,5,0,0.685901038348675,0.475504048168659,13.9,24.9,139,4,0,0,34.75,6.22,34.75,0,0,12.64,11,12.64,0,0,0,0,0,0,0,33.87,6-3,247
Randy McMichael,TE,LA,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,62,332,1,0,0,432,152,15,0,1.91358461044729,1.88505698670633,39.2,73.2,332,16,0,0,20.75,4.58,20.75,0,0,9.76,34,9.76,0,0,0,0,0.029,1,0.029,33.87,6-3,247
Randy McMichael,TE,LAC,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,221,2,0,0,196,83,15,0,0.871463751420379,0.901175968581811,34.1,54.1,221,14,0,0,15.79,3.86,15.79,0,0,11.05,20,11.05,0,0,0,0,0.1,2,0.1,33.87,6-3,247
Randy McMichael,TE,LAC,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44,271,0,0,0,153,189,12,0,1.34066372551024,0.512308444362134,27.1,57.1,271,15,0,0,18.07,3.81,18.07,0,0,9.03,30,9.03,0,0,0,0,0,0,0,33.87,6-3,247
Randy McMichael,TE,LAC,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,51,0,1,0,31,54,3,0,0.371624767780304,0.132677688729018,5.1,14.1,51,7,0,0,7.29,2.01,7.29,0,0,5.67,9,5.67,0,0,0,0,0,0,0,33.87,6-3,247
Randy McMichael,TE,MIA,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,39,68,485,4,1,1,0,0,24,0,2.43029077723622,0,71.3,110.3,493,16,0,0.5,30.31,6.89,30.81,0,8,12.44,40,12.32,0,0,0,0,0.103,4,0.1,33.87,6-3,247
Randy McMichael,TE,MIA,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,83,598,2,0,0,0,0,29,0,2.9613491371274,0,71.8,120.8,598,16,0,0,37.38,7.55,37.38,0,0,12.2,49,12.2,0,0,0,0,0.041,2,0.041,33.87,6-3,247
Randy McMichael,TE,MIA,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,118,791,4,2,0,0,0,42,1,3.39121546596289,0,105.1,178.1,791,16,0,0,49.44,11.13,49.44,0,0,10.84,73,10.84,0,0,0,0,0.055,4,0.055,33.87,6-3,247
Randy McMichael,TE,MIA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,582,5,1,1,0,0,25,0,3.20042530819774,0,86.2,146.2,582,15,0,0,38.8,9.75,38.8,0,0,9.7,60,9.7,0,0,0,0,0.083,5,0.083,33.87,6-3,247
Randy McMichael,TE,MIA,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,640,3,0,0,360,267,35,0,2.88059104606509,2.80280658602715,82,144,640,16,0,0,40,9,40,0,0,10.32,62,10.32,0,0,0,0,0.048,3,0.048,33.87,6-3,247
Randy Moss,WR,LV,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,1005,8,0,0,0,0,46,0,3.0412201397121,0,148.5,208.5,1005,15,0,0,67,13.9,67,0,0,16.75,60,16.75,0,0,0,0,0.133,8,0.133,33.87,0,0
Randy Moss,WR,LV,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,553,3,0,0,437,116,29,0,3.09590801969171,3.57817989587784,73.3,115.3,553,12,0,0,46.08,9.61,46.08,0,0,13.17,42,13.17,0,0,0,0,0.071,3,0.071,33.87,0,0
Randy Moss,WR,MIN,1999,1,1,27,1,0,0,0,0,0,0,0,1,0,4,43,0,0,0,3,0,79,135,1392,11,1,1,0,50,50,0,4.45713851600885,0,218.58,297.58,1462,16,1.69,2.69,87,18.6,91.38,27,10.75,17.62,84,17.4,1,0,1,0,0.139,12,0.143,152.62,0,0
Randy Moss,WR,MIN,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,76,126,1428,15,2,0,0,0,56,1,4.28991870582104,0,235.3,311.3,1433,16,0,0.31,89.25,19.46,89.56,0,1.67,18.79,79,18.14,0,0,0,0,0.197,15,0.19,33.87,0,0
Randy Moss,WR,MIN,2001,1,1,29,0,0,0,0,0,0,0,0,1,0,3,38,0,0,0,2,0,82,153,1233,10,0,0,0,4,60,0,4.65649183094502,0,188.26,270.26,1300,16,1.81,2.38,77.06,16.89,81.25,29,12.67,15.04,86,15.12,1,0,0,0,0.122,10,0.116,113.04,0,0
Randy Moss,WR,MIN,2002,1,3,13,1,0,0,0,0,0,0,0,1,0,6,51,0,0,0,3,0,106,184,1347,7,1,1,0,0,66,0,5.40698830783367,0,184.32,290.32,1411,16,0.81,3.19,84.19,18.14,88.19,4.33,8.5,12.71,115,12.27,0.333,0,0.333,0,0.066,8,0.07,81.75,0,0
Randy Moss,WR,MIN,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,1,0,111,172,1632,17,1,1,0,0,74,0,5.63055707514286,0,265,376,1650,16,0,1.12,102,23.5,103.12,0,3,14.7,118,13.98,0,0,0,0,0.153,17,0.144,33.87,0,0
Randy Moss,WR,MIN,2004,1,2,37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49,86,767,13,1,1,0,0,43,0,2.57195897586644,0,152.18,201.18,804,12,3.08,0,63.92,16.76,67,18.5,0,15.65,51,15.76,0.5,0.5,0,0,0.265,13,0.255,258.88,0,0
Randy Moss,WR,MIN,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,174,2,0,0,431,18,10,0,0.905340481549501,1.37886645644903,29.4,42.4,174,4,0,0,43.5,10.6,43.5,0,0,13.38,13,13.38,0,0,0,0,0.154,2,0.154,33.87,0,0
Randy Moss,WR,NE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,1493,23,0,0,1123,370,75,0,4.05704006552696,6.69322204589844,287.3,385.3,1493,16,0,0,93.31,24.08,93.31,0,0,15.23,98,15.23,0,0,0,0,0.235,23,0.235,33.87,0,0
Randy Moss,WR,NE,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,69,78,1008,11,2,2,821,347,46,0,3.32498865574598,6.28390481323004,162.8,231.8,1008,16,0,0,63,14.49,63,0,0,14.61,71,14.2,0,0,0,0,0.159,11,0.155,33.87,0,0
Randy Moss,WR,NE,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,138,1264,13,2,1,1934,413,62,1,3.66529507935047,6.28224137425423,204.4,287.4,1264,16,0,0,79,17.96,79,0,0,15.23,83,15.23,0,0,0,0,0.157,13,0.157,33.87,0,0
Randy Moss,WR,NE,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,139,3,0,0,421,39,6,0,0.668875101953745,1.43021014332771,31.9,40.9,139,4,0,0,34.75,10.22,34.75,0,0,15.44,9,15.44,0,0,0,0,0.333,3,0.333,33.87,0,0
Randy Moss,WR,SF,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,50,434,3,1,0,704,83,22,0,1.80956337228417,2.9131439216435,61.4,89.4,434,16,0,0,27.12,5.59,27.12,0,0,15.5,28,15.5,0,0,0,0,0.107,3,0.107,33.87,0,0
Randy Moss,WR,TEN,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,80,0,0,0,232,6,4,0,0.512194501236081,0.678251825273037,8,14,80,5,0,0,16,2.8,16,0,0,13.33,6,13.33,0,0,0,0,0,0,0,33.87,0,0
Rashaad Penny,RB,SEA,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,85,419,2,0,0,18,0,9,12,75,0,0,0,6,73,3,0,0.380158819258213,0.0116683980450034,61.4,70.4,494,12,0,34.92,6.25,5.87,41.17,0,4.93,8.33,94,5.26,0,0,0,0.024,0,2,0.021,33.87,5-11,220
Rashaad Penny,RB,SEA,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,65,370,3,1,1,16,0,8,11,83,1,0,0,25,91,3,0,0.377807946875691,0.0848787575960159,67.3,75.3,453,9,0,41.11,9.22,8.37,50.33,0,5.69,10.38,73,6.21,0,0,0,0.046,0.125,4,0.055,33.87,5-11,220
Rashaad Penny,RB,SEA,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.4,34,3,0,11.33,0,1.13,11.33,0,3.09,0,11,3.09,0,0,0,0,0,0,0,33.87,5-11,220
Rashaad Penny,RB,SEA,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,119,749,6,0,0,28,0,6,8,48,0,0,0,-16,62,3,0,0.278349785134196,-0.0588106813374907,115.7,121.7,797,10,0,74.9,4.8,12.17,79.7,0,6.29,8,125,6.38,0,0,0,0.05,0,6,0.048,33.87,5-11,220
Rashaad Penny,RB,SEA,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,57,346,2,1,0,15,0,4,5,16,0,0,0,-12,28,2,0,0.168321143835783,-0.0682603840250522,48.2,52.2,362,5,0,69.2,3.2,10.44,72.4,0,6.07,4,61,5.93,0,0,0,0.035,0,2,0.033,33.87,5-11,220
Rashaan Salaam,RB,CLE,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,1,0,2,0,0.2,2,0,2,0,1,2,0,0,0,0,0,0,0,33.87,0,0
Rashaan Shehee,RB,KC,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,65,238,1,0,0,11,0,18,21,136,0,1,1,0,0,5,0,0.698549766093493,0,41.4,59.4,374,8,0,29.75,17,7.42,46.75,0,3.66,7.56,83,4.51,0,0,0,0.015,0,1,0.012,33.87,0,0
Rashad Greene,WR,JAX,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,93,2,0,0,219,54,8,0,0.957255365327001,0.738582969177514,27.3,46.3,93,9,0,0,10.33,5.14,10.33,0,0,4.89,19,4.89,0,0,0,0,0.105,2,0.105,33.87,5-11,182
Rashad Greene,WR,JAX,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,32,0,0,0,59,17,1,0,0.189321201294661,0.153991567902267,3.2,8.2,32,4,0,0,8,2.05,8,0,0,6.4,5,6.4,0,0,0,0,0,0,0,33.87,5-11,182
Rashad Greene,WR,JAX,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,60,0,2,1,60,15,3,0,0.23583328537643,0.285513719543815,4,10,60,5,0,0,12,2,12,0,0,10,6,10,0,0,0,0,0,0,0,33.87,5-11,182
Rashad Jennings,RB,JAX,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,39,202,1,0,0,8,0,16,18,101,0,0,0,10,103,4,0,0.595231806859374,0.042506281286478,36.3,52.3,303,15,0,13.47,6.73,3.49,20.2,0,5.18,6.31,55,5.51,0,0,0,0.026,0,1,0.018,33.87,6-1,231
Rashad Jennings,RB,JAX,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,84,459,4,0,0,25,0,26,34,223,0,0,0,52,217,8,0,1.15769810043275,0.223079827614129,92.2,118.2,682,12,0,38.25,18.58,9.85,56.83,0,5.46,8.58,110,6.2,0,0,0,0.048,0,4,0.036,33.87,6-1,231
Rashad Jennings,RB,JAX,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,101,283,2,3,1,16,0,19,26,130,0,0,0,12,155,5,1,0.697845056653023,0.0295158699154854,53.3,72.3,413,10,0,28.3,13,7.23,41.3,0,2.8,6.84,120,3.44,0,0,0,0.02,0,2,0.017,33.87,6-1,231
Rashad Jennings,RB,LV,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,163,733,6,0,0,34,0,36,47,292,0,0,0,4,312,12,0,1.37931784242392,-0.0102295451797545,138.5,174.5,1025,15,0,48.87,19.47,11.63,68.33,0,4.5,8.11,199,5.15,0,0,0,0.037,0,6,0.03,33.87,6-1,231
Rashad Jennings,RB,NYG,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,167,639,4,0,0,38,0,30,41,226,0,1,1,-93,313,8,0,1.06068426929414,-0.426629629218951,108.5,138.5,865,11,0,58.09,20.55,12.59,78.64,0,3.83,7.53,197,4.39,0,0,0,0.024,0,4,0.02,33.87,6-1,231
Rashad Jennings,RB,NYG,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,195,863,3,1,1,40,0,29,40,296,1,1,1,-16,310,8,0,1.01246624626219,-0.0671553004067391,135.9,164.9,1159,16,0,53.94,18.5,10.31,72.44,0,4.43,10.21,224,5.17,0,0,0,0.015,0.034,4,0.018,33.87,6-1,231
Rashad Jennings,RB,NYG,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,181,593,3,0,0,29,0,35,42,201,1,1,0,-86,269,8,0,1.0917857401073,-0.306348643731326,103.4,138.4,794,13,0,45.62,15.46,10.65,61.08,0,3.28,5.74,216,3.68,0,0,0,0.017,0.029,4,0.019,33.87,6-1,231
Rashad Ross,WR,WAS,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,184,1,0,0,261,64,5,0,0.354116279631853,0.924298714846373,36.4,44.4,184,5,0,0,36.8,8.88,36.8,0,0,23,8,23,0,0,0,0,0.125,1,0.125,33.87,0,0
